Label,ugz_txt_Municipio__c,ugz_txt_UnidadeFederativa__c,ugz_txt_MunicipioSemAcento__c,ugz_txt_UnidadeFederativaSemAcento__c,ugz_txt_MercadoEmpresarial__c,ugz_txt_MercadoRevenda__c,ugz_txt_Uf__c,ugz_txt_FilaNucleoEmpresarial__c,ugz_txt_FilaNucleoRevenda__c,ugz_txt_FilaNucleoIndustrialEnvasado__c,ugz_txt_MercadoIndustrial__c
3156106,Ritápolis,MINAS GERAIS,Ritapolis,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3127057,Fronteira dos Vales,MINAS GERAIS,Fronteira Dos Vales,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3112059,Cantagalo,MINAS GERAIS,Cantagalo,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Rio_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3111705,Canaã,MINAS GERAIS,Canaa,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3100807,Aguanil,MINAS GERAIS,Aguanil,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Sul_MG_Dom, ugz_MM_Ind_Envasado_Sul_MG,MM Industrial Envasado Sul MG
3136520,José Gonçalves de Minas,MINAS GERAIS,Jose Goncalves De Minas,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3136108,Joanésia,MINAS GERAIS,Joanesia,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3150307,Piedade do Rio Grande,MINAS GERAIS,Piedade Do Rio Grande,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Rio_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3146404,Paineiras,MINAS GERAIS,Paineiras,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3114808,Carvalhos,MINAS GERAIS,Carvalhos,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Rio_Emp,ugz_NUC_Sul_MG_Dom, ugz_MM_Ind_Envasado_Sul_MG,MM Industrial Envasado Sul MG
3122603,Dom Joaquim,MINAS GERAIS,Dom Joaquim,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3162658,São João do Pacuí,MINAS GERAIS,Sao Joao Do Pacui,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Noroeste_MG_Dom,ugz_MM_Ind_Envasado_Noroeste_MG,MM Industrial Envasado Noroeste MG
3140605,Materlândia,MINAS GERAIS,Materlandia,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3149606,Pequi,MINAS GERAIS,Pequi,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Sul_MG_Dom, ugz_MM_Ind_Envasado_Sul_MG,MM Industrial Envasado Sul MG
3120102,Couto de Magalhães de Minas,MINAS GERAIS,Couto De Magalhaes De Minas,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3157302,Santa Bárbara do Tugúrio,MINAS GERAIS,Santa Barbara Do Tugurio,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Rio_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3127206,Funilândia,MINAS GERAIS,Funilandia,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3135308,Japaraíba,MINAS GERAIS,Japaraiba,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Sul_MG_Dom, ugz_MM_Ind_Envasado_Sul_MG,MM Industrial Envasado Sul MG
3157500,Santa Efigênia de Minas,MINAS GERAIS,Santa Efigenia De Minas,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3132602,Itamarati de Minas,MINAS GERAIS,Itamarati De Minas,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Rio_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3127404,Gonçalves,MINAS GERAIS,Goncalves,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Sul_MG_Dom, ugz_MM_Ind_Envasado_Sul_MG,MM Industrial Envasado Sul MG
3136801,Juramento,MINAS GERAIS,Juramento,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Noroeste_MG_Dom,ugz_MM_Ind_Envasado_Noroeste_MG,MM Industrial Envasado Noroeste MG
3159001,Santana do Riacho,MINAS GERAIS,Santana Do Riacho,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3108701,Brás Pires,MINAS GERAIS,Bras Pires,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3166501,Serra Azul de Minas,MINAS GERAIS,Serra Azul De Minas,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3152131,Ponto Chique,MINAS GERAIS,Ponto Chique,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Noroeste_MG_Dom,ugz_MM_Ind_Envasado_Noroeste_MG,MM Industrial Envasado Noroeste MG
3163003,São José da Safira,MINAS GERAIS,Sao Jose Da Safira,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3150000,Pescador,MINAS GERAIS,Pescador,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3123304,Dores do Turvo,MINAS GERAIS,Dores Do Turvo,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Rio_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3163201,São José do Alegre,MINAS GERAIS,Sao Jose Do Alegre,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Sul_MG_Dom, ugz_MM_Ind_Envasado_Sul_MG,MM Industrial Envasado Sul MG
3150208,Piedade de Ponte Nova,MINAS GERAIS,Piedade De Ponte Nova,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3169059,Tocos do Moji,MINAS GERAIS,Tocos Do Moji,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Sul_MG_Dom, ugz_MM_Ind_Envasado_Sul_MG,MM Industrial Envasado Sul MG
3157377,Santa Cruz de Salinas,MINAS GERAIS,Santa Cruz De Salinas,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Noroeste_MG_Dom,ugz_MM_Ind_Envasado_Noroeste_MG,MM Industrial Envasado Noroeste MG
3165909,Senador Modestino Gonçalves,MINAS GERAIS,Senador Modestino Goncalves,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3168309,Taquaraçu de Minas,MINAS GERAIS,Taquaracu De Minas,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3140100,Marilac,MINAS GERAIS,Marilac,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3137304,Lagoa dos Patos,MINAS GERAIS,Lagoa Dos Patos,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Noroeste_MG_Dom,ugz_MM_Ind_Envasado_Noroeste_MG,MM Industrial Envasado Noroeste MG
3161650,São Geraldo do Baixio,MINAS GERAIS,Sao Geraldo Do Baixio,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3114600,Carrancas,MINAS GERAIS,Carrancas,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Sul_MG_Dom, ugz_MM_Ind_Envasado_Sul_MG,MM Industrial Envasado Sul MG
3154705,Ribeirão Vermelho,MINAS GERAIS,Ribeirao Vermelho,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Sul_MG_Dom, ugz_MM_Ind_Envasado_Sul_MG,MM Industrial Envasado Sul MG
3140308,Marliéria,MINAS GERAIS,Marlieria,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3100401,Acaiaca,MINAS GERAIS,Acaiaca,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3127388,Goianá,MINAS GERAIS,Goiana,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Rio_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3109253,Bugre,MINAS GERAIS,Bugre,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3158607,Santana do Deserto,MINAS GERAIS,Santana Do Deserto,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Rio_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3110202,Cajuri,MINAS GERAIS,Cajuri,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3148905,Pedra do Indaiá,MINAS GERAIS,Pedra Do Indaia,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Sul_MG_Dom, ugz_MM_Ind_Envasado_Sul_MG,MM Industrial Envasado Sul MG
3115201,Conceição da Barra de Minas,MINAS GERAIS,Conceicao Da Barra De Minas,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Sul_MG_Dom, ugz_MM_Ind_Envasado_Sul_MG,MM Industrial Envasado Sul MG
3125002,Ewbank da Câmara,MINAS GERAIS,Ewbank Da Camara,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Rio_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3161601,São Geraldo da Piedade,MINAS GERAIS,Sao Geraldo Da Piedade,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3141900,Minduri,MINAS GERAIS,Minduri,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Rio_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3158409,Santana de Cataguases,MINAS GERAIS,Santana De Cataguases,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Rio_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3160108,Santo Antônio do Grama,MINAS GERAIS,Santo Antonio Do Grama,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3163300,São José do Divino,MINAS GERAIS,Sao Jose Do Divino,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3102209,Alvarenga,MINAS GERAIS,Alvarenga,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3141306,Medeiros,MINAS GERAIS,Medeiros,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Sul_MG_Dom, ugz_MM_Ind_Envasado_Sul_MG,MM Industrial Envasado Sul MG
3157609,Santa Fé de Minas,MINAS GERAIS,Santa Fe De Minas,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Noroeste_MG_Dom,ugz_MM_Ind_Envasado_Noroeste_MG,MM Industrial Envasado Noroeste MG
3111150,Campo Azul,MINAS GERAIS,Campo Azul,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Noroeste_MG_Dom,ugz_MM_Ind_Envasado_Noroeste_MG,MM Industrial Envasado Noroeste MG
3160207,Santo Antônio do Itambé,MINAS GERAIS,Santo Antonio Do Itambe,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3121704,Diogo de Vasconcelos,MINAS GERAIS,Diogo De Vasconcelos,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3128501,Guarará,MINAS GERAIS,Guarara,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Rio_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3134509,Itutinga,MINAS GERAIS,Itutinga,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Sul_MG_Dom, ugz_MM_Ind_Envasado_Sul_MG,MM Industrial Envasado Sul MG
3159100,Santana dos Montes,MINAS GERAIS,Santana Dos Montes,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3160900,São Brás do Suaçuí,MINAS GERAIS,Sao Bras Do Suacui,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3141207,Matutina,MINAS GERAIS,Matutina,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Noroeste_MG_Dom,ugz_MM_Ind_Envasado_Noroeste_MG,MM Industrial Envasado Noroeste MG
3110806,Campanário,MINAS GERAIS,Campanario,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3167905,Tabuleiro,MINAS GERAIS,Tabuleiro,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Rio_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3119906,Córrego do Bom Jesus,MINAS GERAIS,Corrego Do Bom Jesus,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Sul_MG_Dom, ugz_MM_Ind_Envasado_Sul_MG,MM Industrial Envasado Sul MG
3122470,Dom Bosco,MINAS GERAIS,Dom Bosco,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3115409,Catas Altas da Noruega,MINAS GERAIS,Catas Altas Da Noruega,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3153004,Pratinha,MINAS GERAIS,Pratinha,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Noroeste_MG_Dom,ugz_MM_Ind_Envasado_Noroeste_MG,MM Industrial Envasado Noroeste MG
3153202,Presidente Juscelino,MINAS GERAIS,Presidente Juscelino,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3102407,Alvorada de Minas,MINAS GERAIS,Alvorada De Minas,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3160009,Santo Antônio do Aventureiro,MINAS GERAIS,Santo Antonio Do Aventureiro,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Rio_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3114709,Carvalhópolis,MINAS GERAIS,Carvalhopolis,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Sul_MG_Dom, ugz_MM_Ind_Envasado_Sul_MG,MM Industrial Envasado Sul MG
3109600,Cachoeira da Prata,MINAS GERAIS,Cachoeira Da Prata,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3171402,Vieiras,MINAS GERAIS,Vieiras,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3153707,Quartel Geral,MINAS GERAIS,Quartel Geral,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Sul_MG_Dom, ugz_MM_Ind_Envasado_Sul_MG,MM Industrial Envasado Sul MG
3144904,Nova Módica,MINAS GERAIS,Nova Modica,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3119005,Cordislândia,MINAS GERAIS,Cordislandia,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Sul_MG_Dom, ugz_MM_Ind_Envasado_Sul_MG,MM Industrial Envasado Sul MG
3166105,Senhora do Porto,MINAS GERAIS,Senhora Do Porto,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3129905,Ibitiúra de Minas,MINAS GERAIS,Ibitiura De Minas,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Sul_MG_Dom, ugz_MM_Ind_Envasado_Sul_MG,MM Industrial Envasado Sul MG
3124708,Estrela do Indaiá,MINAS GERAIS,Estrela Do Indaia,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Sul_MG_Dom, ugz_MM_Ind_Envasado_Sul_MG,MM Industrial Envasado Sul MG
3126950,Frei Lagonegro,MINAS GERAIS,Frei Lagonegro,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3125804,Fernandes Tourinho,MINAS GERAIS,Fernandes Tourinho,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3119708,Coronel Xavier Chaves,MINAS GERAIS,Coronel Xavier Chaves,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3106101,Belmiro Braga,MINAS GERAIS,Belmiro Braga,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Rio_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3121902,Divinésia,MINAS GERAIS,Divinesia,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3159407,Santa Rita de Ibitipoca,MINAS GERAIS,Santa Rita De Ibitipoca,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Rio_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3137908,Lamim,MINAS GERAIS,Lamim,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3127370,Goiabeira,MINAS GERAIS,Goiabeira,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3161056,São Félix de Minas,MINAS GERAIS,Sao Felix De Minas,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3159704,Santa Rosa da Serra,MINAS GERAIS,Santa Rosa Da Serra,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Noroeste_MG_Dom,ugz_MM_Ind_Envasado_Noroeste_MG,MM Industrial Envasado Noroeste MG
3149507,Pequeri,MINAS GERAIS,Pequeri,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Rio_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
3106804,Bias Fortes,MINAS GERAIS,Bias Fortes,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Rio_Emp,ugz_NUC_Grande_BH_Dom,ugz_MM_Ind_Envasado_Grande_BH,MM Industrial Envasado Grande BH
3144375,Natalândia,MINAS GERAIS,Natalandia,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Noroeste_MG_Dom,ugz_MM_Ind_Envasado_Noroeste_MG,MM Industrial Envasado Noroeste MG
3170479,Uruana de Minas,MINAS GERAIS,Uruana De Minas,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Noroeste_MG_Dom,ugz_MM_Ind_Envasado_Noroeste_MG,MM Industrial Envasado Noroeste MG
3138302,Leandro Ferreira,MINAS GERAIS,Leandro Ferreira,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Sul_MG_Dom, ugz_MM_Ind_Envasado_Sul_MG,MM Industrial Envasado Sul MG
3125309,Faria Lemos,MINAS GERAIS,Faria Lemos,MINAS GERAIS,Empresarial Sudeste,Minas Gerais,MG,ugz_NUC_Minas_Emp,ugz_NUC_Leste_MG_Dom, ugz_MM_Ind_Envasado_Leste MG,MM Industrial Envasado Leste MG
